route_id,trip_id,service_id,trip_headsign,direction_id,shape_id
7,AFA25GEN-7026-Sunday-00_081650_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_082100_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_082400_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_082850_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_083150_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_083600_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_083900_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_084350_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_084650_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_085100_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_085400_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_085850_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_086150_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_086600_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_086900_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_087350_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_087650_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_088050_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_088400_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_088650_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_089150_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_089250_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_089850_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_089900_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_090450_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_090650_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_091050_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_091350_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_091600_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_091950_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_092200_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_092550_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_092700_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_093150_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_093300_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_093750_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_093900_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_094350_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_094500_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_094950_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_095100_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_095450_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_095600_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_095900_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_096100_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_096350_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_096600_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_096850_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_097100_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_097350_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_097600_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_097850_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_098100_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_098350_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_098600_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_098850_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_099100_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_099350_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_099600_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_099850_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_100100_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_100350_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_100600_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_100850_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_101100_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_101350_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_101600_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_101850_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_102100_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_102350_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_102600_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_102850_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_103100_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_103350_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_103600_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_103850_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_104100_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_104350_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_104600_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_104850_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_105100_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_105350_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_105600_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_105850_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_106100_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_106350_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_106600_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_106850_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_107100_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_107350_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_107600_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_107850_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_108100_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_108350_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_108600_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_108850_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_109100_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_109350_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_109600_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_109850_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_110100_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_110350_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_110600_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_110850_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_111100_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_111350_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_111600_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_111850_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_112100_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_112350_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_112600_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_112850_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_113100_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_113350_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_113600_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_113850_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_114100_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_114350_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_114600_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_114850_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_115100_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_115350_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_115600_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_115850_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_116100_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_116350_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_116600_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_116850_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_117100_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_117350_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_117600_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_117850_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_118200_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_118350_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_118800_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_118950_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_119450_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_119550_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_120050_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_120150_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_120650_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_120750_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_121250_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_121350_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_122000_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_122050_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_122600_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_122850_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_123400_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_123650_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_124200_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_124450_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_125000_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_125250_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_125800_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_126050_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_126600_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_126850_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_127400_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_127650_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_128200_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_128450_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_129000_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_129300_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_129800_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_130300_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_130600_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_131300_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_131400_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_132200_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_132300_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_133050_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_133300_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_134050_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_134300_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_135050_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_135300_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_136050_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_136300_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_137050_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_137300_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_138050_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_138300_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_139050_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_139300_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_140050_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_140300_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_141050_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_141500_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_142050_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_142700_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_143050_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_143900_7..S35R,AFA25GEN-7026-Sunday-00_C16,34 St-Hudson Yards,1,
7,AFA25GEN-7026-Sunday-00_144300_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_145450_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_146650_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_147850_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7026-Sunday-00_148800_7..N97R,AFA25GEN-7026-Sunday-00_C16,Flushing-Main St,0,7..N97R
7,AFA25GEN-7064-Weekday-00_001150_7..S35R,AFA25GEN-7064-Weekday-00_C33,34 St-Hudson Yards,1,
7,AFA25GEN-7064-Weekday-00_002550_7..S35R,AFA25GEN-7064-Weekday-00_C33,34 St-Hudson Yards,1,
7,AFA25GEN-7064-Weekday-00_004000_7..S35R,AFA25GEN-7064-Weekday-00_C33,34 St-Hudson Yards,1,
7,AFA25GEN-7064-Weekday-00_006000_7..S35R,AFA25GEN-7064-Weekday-00_C33,34 St-Hudson Yards,1,
7,AFA25GEN-7064-Weekday-00_006150_7..N97R,AFA25GEN-7064-Weekday-00_C33,Flushing-Main St,0,7..N97R
7,AFA25GEN-7064-Weekday-00_007650_7..N97R,AFA25GEN-7064-Weekday-00_C33,Flushing-Main St,0,7..N97R
7,AFA25GEN-7064-Weekday-00_008000_7..S35R,AFA25GEN-7064-Weekday-00_C33,34 St-Hudson Yards,1,
7,AFA25GEN-7064-Weekday-00_009650_7..N97R,AFA25GEN-7064-Weekday-00_C33,Flushing-Main St,0,7..N97R
7,AFA25GEN-7064-Weekday-00_010000_7..S35R,AFA25GEN-7064-Weekday-00_C33,34 St-Hudson Yards,1,
7,AFA25GEN-7064-Weekday-00_011650_7..N97R,AFA25GEN-7064-Weekday-00_C33,Flushing-Main St,0,7..N97R
7,AFA25GEN-7064-Weekday-00_012000_7..S35R,AFA25GEN-7064-Weekday-00_C33,34 St-Hudson Yards,1,
7,AFA25GEN-7064-Weekday-00_013650_7..N97R,AFA25GEN-7064-Weekday-00_C33,Flushing-Main St,0,7..N97R
7,AFA25GEN-7064-Weekday-00_014000_7..S35R,AFA25GEN-7064-Weekday-00_C33,34 St-Hudson Yards,1,
