id,trip_id,route_id,timestamp,actual_arrival_time,delay_seconds,stop_id
1,104050_2..N,2,NULL,NULL,0,416N
2,104050_2..N,2,NULL,NULL,0,222N
3,104050_2..N,2,NULL,NULL,0,221N
4,104050_2..N,2,NULL,NULL,0,220N
5,104050_2..N,2,NULL,NULL,0,219N
6,104050_2..N,2,NULL,NULL,0,218N
7,104050_2..N,2,NULL,NULL,0,217N
8,104050_2..N,2,NULL,NULL,0,216N
9,104050_2..N,2,NULL,NULL,0,215N
10,104050_2..N,2,NULL,NULL,0,214N
11,104050_2..N,2,NULL,NULL,0,213N
12,104050_2..N,2,NULL,NULL,0,212N
13,104050_2..N,2,NULL,NULL,0,211N
14,104050_2..N,2,NULL,NULL,0,210N
15,104050_2..N,2,NULL,NULL,0,209N
16,104050_2..N,2,NULL,NULL,0,208N
17,104050_2..N,2,NULL,NULL,0,207N
18,104050_2..N,2,NULL,NULL,0,206N
19,104050_2..N,2,NULL,NULL,0,205N
20,104050_2..N,2,NULL,NULL,0,204N
21,104050_2..N,2,NULL,NULL,0,201N
22,102950_2..N,2,NULL,NULL,0,216N
23,102950_2..N,2,NULL,NULL,0,215N
24,102950_2..N,2,NULL,NULL,0,214N
25,102950_2..N,2,NULL,NULL,0,213N
26,102950_2..N,2,NULL,NULL,0,212N
27,102950_2..N,2,NULL,NULL,0,211N
28,102950_2..N,2,NULL,NULL,0,210N
29,102950_2..N,2,NULL,NULL,0,209N
30,102950_2..N,2,NULL,NULL,0,208N
31,102950_2..N,2,NULL,NULL,0,207N
32,102950_2..N,2,NULL,NULL,0,206N
33,102950_2..N,2,NULL,NULL,0,205N
34,102950_2..N,2,NULL,NULL,0,204N
35,102950_2..N,2,NULL,NULL,0,201N
36,104750_1..N,1,NULL,NULL,0,109N
37,104750_1..N,1,NULL,NULL,0,108N
38,104750_1..N,1,NULL,NULL,0,107N
39,104750_1..N,1,NULL,NULL,0,106N
40,104750_1..N,1,NULL,NULL,0,104N
41,104750_1..N,1,NULL,NULL,0,103N
42,104750_1..N,1,NULL,NULL,0,101N
43,000650_1..S03X039,1,NULL,NULL,0,115S
44,000650_1..S03X039,1,NULL,NULL,0,116S
45,000650_1..S03X039,1,NULL,NULL,0,117S
46,000650_1..S03X039,1,NULL,NULL,0,118S
47,000650_1..S03X039,1,NULL,NULL,0,119S
48,000650_1..S03X039,1,NULL,NULL,0,120S
49,000650_1..S03X039,1,NULL,NULL,0,123S
50,000650_1..S03X039,1,NULL,NULL,0,124S
51,000650_1..S03X039,1,NULL,NULL,0,125S
52,000650_1..S03X039,1,NULL,NULL,0,126S
53,000650_1..S03X039,1,NULL,NULL,0,127S
54,000650_1..S03X039,1,NULL,NULL,0,128S
55,000650_1..S03X039,1,NULL,NULL,0,129S
56,000650_1..S03X039,1,NULL,NULL,0,130S
57,000650_1..S03X039,1,NULL,NULL,0,131S
58,000650_1..S03X039,1,NULL,NULL,0,132S
59,000650_1..S03X039,1,NULL,NULL,0,133S
60,000650_1..S03X039,1,NULL,NULL,0,134S
61,000650_1..S03X039,1,NULL,NULL,0,135S
62,000650_1..S03X039,1,NULL,NULL,0,136S
63,000650_1..S03X039,1,NULL,NULL,0,137S
64,000650_1..S03X039,1,NULL,NULL,0,138S
65,000650_1..S03X039,1,NULL,NULL,0,139S
66,000650_1..S03X039,1,NULL,NULL,0,142S
67,104350_1..N03R,1,NULL,NULL,0,101N
68,104950_1..S03R,1,NULL,NULL,0,139S
69,104950_1..S03R,1,NULL,NULL,0,142S
70,105350_1..S03R,1,NULL,NULL,0,135S
71,105350_1..S03R,1,NULL,NULL,0,136S
72,105350_1..S03R,1,NULL,NULL,0,137S
73,105350_1..S03R,1,NULL,NULL,0,138S
74,105350_1..S03R,1,NULL,NULL,0,139S
75,105350_1..S03R,1,NULL,NULL,0,142S
76,105350_1..N03R,1,NULL,NULL,0,111N
77,105350_1..N03R,1,NULL,NULL,0,110N
78,105350_1..N03R,1,NULL,NULL,0,109N
79,105350_1..N03R,1,NULL,NULL,0,108N
80,105350_1..N03R,1,NULL,NULL,0,107N
81,105350_1..N03R,1,NULL,NULL,0,106N
82,105350_1..N03R,1,NULL,NULL,0,104N
83,105350_1..N03R,1,NULL,NULL,0,103N
84,105350_1..N03R,1,NULL,NULL,0,101N
85,105750_1..S03R,1,NULL,NULL,0,133S
86,105750_1..S03R,1,NULL,NULL,0,134S
87,105750_1..S03R,1,NULL,NULL,0,135S
88,105750_1..S03R,1,NULL,NULL,0,136S
89,105750_1..S03R,1,NULL,NULL,0,137S
90,105750_1..S03R,1,NULL,NULL,0,138S
91,105750_1..S03R,1,NULL,NULL,0,139S
92,105750_1..S03R,1,NULL,NULL,0,142S
93,105950_1..N03R,1,NULL,NULL,0,112N
94,105950_1..N03R,1,NULL,NULL,0,111N
95,105950_1..N03R,1,NULL,NULL,0,110N
96,105950_1..N03R,1,NULL,NULL,0,109N
97,105950_1..N03R,1,NULL,NULL,0,108N
98,105950_1..N03R,1,NULL,NULL,0,107N
99,105950_1..N03R,1,NULL,NULL,0,106N
100,105950_1..N03R,1,NULL,NULL,0,104N
101,105950_1..N03R,1,NULL,NULL,0,103N
102,105950_1..N03R,1,NULL,NULL,0,101N
103,106150_1..S03R,1,NULL,NULL,0,130S
104,106150_1..S03R,1,NULL,NULL,0,131S
105,106150_1..S03R,1,NULL,NULL,0,132S
106,106150_1..S03R,1,NULL,NULL,0,133S
107,106150_1..S03R,1,NULL,NULL,0,134S
108,106150_1..S03R,1,NULL,NULL,0,135S
109,106150_1..S03R,1,NULL,NULL,0,136S
110,106150_1..S03R,1,NULL,NULL,0,137S
111,106150_1..S03R,1,NULL,NULL,0,138S
112,106150_1..S03R,1,NULL,NULL,0,139S
113,106150_1..S03R,1,NULL,NULL,0,142S
114,106350_1..N03R,1,NULL,NULL,0,114N
115,106350_1..N03R,1,NULL,NULL,0,113N
116,106350_1..N03R,1,NULL,NULL,0,112N
117,106350_1..N03R,1,NULL,NULL,0,111N
118,106350_1..N03R,1,NULL,NULL,0,110N
119,106350_1..N03R,1,NULL,NULL,0,109N
120,106350_1..N03R,1,NULL,NULL,0,108N
121,106350_1..N03R,1,NULL,NULL,0,107N
122,106350_1..N03R,1,NULL,NULL,0,106N
123,106350_1..N03R,1,NULL,NULL,0,104N
124,106350_1..N03R,1,NULL,NULL,0,103N
125,106350_1..N03R,1,NULL,NULL,0,101N
126,106550_1..S03R,1,NULL,NULL,0,127S
127,106550_1..S03R,1,NULL,NULL,0,128S
128,106550_1..S03R,1,NULL,NULL,0,129S
129,106550_1..S03R,1,NULL,NULL,0,130S
130,106550_1..S03R,1,NULL,NULL,0,131S
131,106550_1..S03R,1,NULL,NULL,0,132S
132,106550_1..S03R,1,NULL,NULL,0,133S
133,106550_1..S03R,1,NULL,NULL,0,134S
134,106550_1..S03R,1,NULL,NULL,0,135S
135,106550_1..S03R,1,NULL,NULL,0,136S
136,106550_1..S03R,1,NULL,NULL,0,137S
137,106550_1..S03R,1,NULL,NULL,0,138S
138,106550_1..S03R,1,NULL,NULL,0,139S
139,106550_1..S03R,1,NULL,NULL,0,142S
140,106750_1..N03R,1,NULL,NULL,0,116N
141,106750_1..N03R,1,NULL,NULL,0,115N
142,106750_1..N03R,1,NULL,NULL,0,114N
143,106750_1..N03R,1,NULL,NULL,0,113N
144,106750_1..N03R,1,NULL,NULL,0,112N
145,106750_1..N03R,1,NULL,NULL,0,111N
146,106750_1..N03R,1,NULL,NULL,0,110N
147,106750_1..N03R,1,NULL,NULL,0,109N
148,106750_1..N03R,1,NULL,NULL,0,108N
149,106750_1..N03R,1,NULL,NULL,0,107N
150,106750_1..N03R,1,NULL,NULL,0,106N
151,106750_1..N03R,1,NULL,NULL,0,104N
152,106750_1..N03R,1,NULL,NULL,0,103N
153,106750_1..N03R,1,NULL,NULL,0,101N
154,106950_1..S03R,1,NULL,NULL,0,124S
155,106950_1..S03R,1,NULL,NULL,0,125S
156,106950_1..S03R,1,NULL,NULL,0,126S
157,106950_1..S03R,1,NULL,NULL,0,127S
158,106950_1..S03R,1,NULL,NULL,0,128S
159,106950_1..S03R,1,NULL,NULL,0,129S
160,106950_1..S03R,1,NULL,NULL,0,130S
161,106950_1..S03R,1,NULL,NULL,0,131S
162,106950_1..S03R,1,NULL,NULL,0,132S
163,106950_1..S03R,1,NULL,NULL,0,133S
164,106950_1..S03R,1,NULL,NULL,0,134S
165,106950_1..S03R,1,NULL,NULL,0,135S
166,106950_1..S03R,1,NULL,NULL,0,136S
167,106950_1..S03R,1,NULL,NULL,0,137S
168,106950_1..S03R,1,NULL,NULL,0,138S
169,106950_1..S03R,1,NULL,NULL,0,139S
170,106950_1..S03R,1,NULL,NULL,0,142S
171,107150_1..N03R,1,NULL,NULL,0,119N
172,107150_1..N03R,1,NULL,NULL,0,118N
173,107150_1..N03R,1,NULL,NULL,0,117N
174,107150_1..N03R,1,NULL,NULL,0,116N
175,107150_1..N03R,1,NULL,NULL,0,115N
176,107150_1..N03R,1,NULL,NULL,0,114N
177,107150_1..N03R,1,NULL,NULL,0,113N
178,107150_1..N03R,1,NULL,NULL,0,112N
179,107150_1..N03R,1,NULL,NULL,0,111N
180,107150_1..N03R,1,NULL,NULL,0,110N
181,107150_1..N03R,1,NULL,NULL,0,109N
182,107150_1..N03R,1,NULL,NULL,0,108N
183,107150_1..N03R,1,NULL,NULL,0,107N
184,107150_1..N03R,1,NULL,NULL,0,106N
185,107150_1..N03R,1,NULL,NULL,0,104N
186,107150_1..N03R,1,NULL,NULL,0,103N
187,107150_1..N03R,1,NULL,NULL,0,101N
188,107350_1..S03R,1,NULL,NULL,0,121S
189,107350_1..S03R,1,NULL,NULL,0,122S
190,107350_1..S03R,1,NULL,NULL,0,123S
191,107350_1..S03R,1,NULL,NULL,0,124S
192,107350_1..S03R,1,NULL,NULL,0,125S
193,107350_1..S03R,1,NULL,NULL,0,126S
194,107350_1..S03R,1,NULL,NULL,0,127S
195,107350_1..S03R,1,NULL,NULL,0,128S
196,107350_1..S03R,1,NULL,NULL,0,129S
197,107350_1..S03R,1,NULL,NULL,0,130S
198,107350_1..S03R,1,NULL,NULL,0,131S
199,107350_1..S03R,1,NULL,NULL,0,132S
200,107350_1..S03R,1,NULL,NULL,0,133S
201,107350_1..S03R,1,NULL,NULL,0,134S
202,107350_1..S03R,1,NULL,NULL,0,135S
203,107350_1..S03R,1,NULL,NULL,0,136S
204,107350_1..S03R,1,NULL,NULL,0,137S
205,107350_1..S03R,1,NULL,NULL,0,138S
206,107350_1..S03R,1,NULL,NULL,0,139S
207,107350_1..S03R,1,NULL,NULL,0,142S
208,107550_1..N03R,1,NULL,NULL,0,123N
209,107550_1..N03R,1,NULL,NULL,0,122N
210,107550_1..N03R,1,NULL,NULL,0,121N
211,107550_1..N03R,1,NULL,NULL,0,120N
212,107550_1..N03R,1,NULL,NULL,0,119N
213,107550_1..N03R,1,NULL,NULL,0,118N
214,107550_1..N03R,1,NULL,NULL,0,117N
215,107550_1..N03R,1,NULL,NULL,0,116N
216,107550_1..N03R,1,NULL,NULL,0,115N
217,107550_1..N03R,1,NULL,NULL,0,114N
218,107550_1..N03R,1,NULL,NULL,0,113N
219,107550_1..N03R,1,NULL,NULL,0,112N
220,107550_1..N03R,1,NULL,NULL,0,111N
221,107550_1..N03R,1,NULL,NULL,0,110N
222,107550_1..N03R,1,NULL,NULL,0,109N
223,107550_1..N03R,1,NULL,NULL,0,108N
224,107550_1..N03R,1,NULL,NULL,0,107N
225,107550_1..N03R,1,NULL,NULL,0,106N
226,107550_1..N03R,1,NULL,NULL,0,104N
227,107550_1..N03R,1,NULL,NULL,0,103N
228,107550_1..N03R,1,NULL,NULL,0,101N
229,107750_1..S03R,1,NULL,NULL,0,120S
230,107750_1..S03R,1,NULL,NULL,0,121S
231,107750_1..S03R,1,NULL,NULL,0,122S
232,107750_1..S03R,1,NULL,NULL,0,123S
233,107750_1..S03R,1,NULL,NULL,0,124S
234,107750_1..S03R,1,NULL,NULL,0,125S
235,107750_1..S03R,1,NULL,NULL,0,126S
236,107750_1..S03R,1,NULL,NULL,0,127S
237,107750_1..S03R,1,NULL,NULL,0,128S
238,107750_1..S03R,1,NULL,NULL,0,129S
239,107750_1..S03R,1,NULL,NULL,0,130S
240,107750_1..S03R,1,NULL,NULL,0,131S
241,107750_1..S03R,1,NULL,NULL,0,132S
242,107750_1..S03R,1,NULL,NULL,0,133S
243,107750_1..S03R,1,NULL,NULL,0,134S
244,107750_1..S03R,1,NULL,NULL,0,135S
245,107750_1..S03R,1,NULL,NULL,0,136S
246,107750_1..S03R,1,NULL,NULL,0,137S
247,107750_1..S03R,1,NULL,NULL,0,138S
248,107750_1..S03R,1,NULL,NULL,0,139S
249,107750_1..S03R,1,NULL,NULL,0,142S
250,107950_1..N03R,1,NULL,NULL,0,124N
251,107950_1..N03R,1,NULL,NULL,0,123N
252,107950_1..N03R,1,NULL,NULL,0,122N
253,107950_1..N03R,1,NULL,NULL,0,121N
254,107950_1..N03R,1,NULL,NULL,0,120N
255,107950_1..N03R,1,NULL,NULL,0,119N
256,107950_1..N03R,1,NULL,NULL,0,118N
257,107950_1..N03R,1,NULL,NULL,0,117N
258,107950_1..N03R,1,NULL,NULL,0,116N
259,107950_1..N03R,1,NULL,NULL,0,115N
260,107950_1..N03R,1,NULL,NULL,0,114N
261,107950_1..N03R,1,NULL,NULL,0,113N
262,107950_1..N03R,1,NULL,NULL,0,112N
263,107950_1..N03R,1,NULL,NULL,0,111N
264,107950_1..N03R,1,NULL,NULL,0,110N
265,107950_1..N03R,1,NULL,NULL,0,109N
266,107950_1..N03R,1,NULL,NULL,0,108N
267,107950_1..N03R,1,NULL,NULL,0,107N
268,107950_1..N03R,1,NULL,NULL,0,106N
269,107950_1..N03R,1,NULL,NULL,0,104N
270,107950_1..N03R,1,NULL,NULL,0,103N
271,107950_1..N03R,1,NULL,NULL,0,101N
272,108150_1..S03R,1,NULL,NULL,0,117S
273,108150_1..S03R,1,NULL,NULL,0,118S
274,108150_1..S03R,1,NULL,NULL,0,119S
275,108150_1..S03R,1,NULL,NULL,0,120S
276,108150_1..S03R,1,NULL,NULL,0,121S
277,108150_1..S03R,1,NULL,NULL,0,122S
278,108150_1..S03R,1,NULL,NULL,0,123S
279,108150_1..S03R,1,NULL,NULL,0,124S
280,108150_1..S03R,1,NULL,NULL,0,125S
281,108150_1..S03R,1,NULL,NULL,0,126S
282,108150_1..S03R,1,NULL,NULL,0,127S
283,108150_1..S03R,1,NULL,NULL,0,128S
284,108150_1..S03R,1,NULL,NULL,0,129S
285,108150_1..S03R,1,NULL,NULL,0,130S
286,108150_1..S03R,1,NULL,NULL,0,131S
287,108150_1..S03R,1,NULL,NULL,0,132S
288,108150_1..S03R,1,NULL,NULL,0,133S
289,108150_1..S03R,1,NULL,NULL,0,134S
290,108150_1..S03R,1,NULL,NULL,0,135S
291,108150_1..S03R,1,NULL,NULL,0,136S
292,108150_1..S03R,1,NULL,NULL,0,137S
293,108150_1..S03R,1,NULL,NULL,0,138S
294,108150_1..S03R,1,NULL,NULL,0,139S
295,108150_1..S03R,1,NULL,NULL,0,142S
296,108350_1..N03R,1,NULL,NULL,0,127N
297,108350_1..N03R,1,NULL,NULL,0,126N
298,108350_1..N03R,1,NULL,NULL,0,125N
299,108350_1..N03R,1,NULL,NULL,0,124N
300,108350_1..N03R,1,NULL,NULL,0,123N
301,108350_1..N03R,1,NULL,NULL,0,122N
302,108350_1..N03R,1,NULL,NULL,0,121N
303,108350_1..N03R,1,NULL,NULL,0,120N
304,108350_1..N03R,1,NULL,NULL,0,119N
305,108350_1..N03R,1,NULL,NULL,0,118N
306,108350_1..N03R,1,NULL,NULL,0,117N
307,108350_1..N03R,1,NULL,NULL,0,116N
308,108350_1..N03R,1,NULL,NULL,0,115N
309,108350_1..N03R,1,NULL,NULL,0,114N
310,108350_1..N03R,1,NULL,NULL,0,113N
311,108350_1..N03R,1,NULL,NULL,0,112N
312,108350_1..N03R,1,NULL,NULL,0,111N
313,108350_1..N03R,1,NULL,NULL,0,110N
314,108350_1..N03R,1,NULL,NULL,0,109N
315,108350_1..N03R,1,NULL,NULL,0,108N
316,108350_1..N03R,1,NULL,NULL,0,107N
317,108350_1..N03R,1,NULL,NULL,0,106N
318,108350_1..N03R,1,NULL,NULL,0,104N
319,108350_1..N03R,1,NULL,NULL,0,103N
320,108350_1..N03R,1,NULL,NULL,0,101N
321,108550_1..S03R,1,NULL,NULL,0,114S
322,108550_1..S03R,1,NULL,NULL,0,115S
323,108550_1..S03R,1,NULL,NULL,0,116S
324,108550_1..S03R,1,NULL,NULL,0,117S
325,108550_1..S03R,1,NULL,NULL,0,118S
326,108550_1..S03R,1,NULL,NULL,0,119S
327,108550_1..S03R,1,NULL,NULL,0,120S
328,108550_1..S03R,1,NULL,NULL,0,121S
329,108550_1..S03R,1,NULL,NULL,0,122S
330,108550_1..S03R,1,NULL,NULL,0,123S
331,108550_1..S03R,1,NULL,NULL,0,124S
332,108550_1..S03R,1,NULL,NULL,0,125S
333,108550_1..S03R,1,NULL,NULL,0,126S
334,108550_1..S03R,1,NULL,NULL,0,127S
335,108550_1..S03R,1,NULL,NULL,0,128S
336,108550_1..S03R,1,NULL,NULL,0,129S
337,108550_1..S03R,1,NULL,NULL,0,130S
338,108550_1..S03R,1,NULL,NULL,0,131S
339,108550_1..S03R,1,NULL,NULL,0,132S
340,108550_1..S03R,1,NULL,NULL,0,133S
341,108550_1..S03R,1,NULL,NULL,0,134S
342,108550_1..S03R,1,NULL,NULL,0,135S
343,108550_1..S03R,1,NULL,NULL,0,136S
344,108550_1..S03R,1,NULL,NULL,0,137S
345,108550_1..S03R,1,NULL,NULL,0,138S
346,108550_1..S03R,1,NULL,NULL,0,139S
347,108550_1..S03R,1,NULL,NULL,0,142S
348,108750_1..N03R,1,NULL,NULL,0,128N
349,108750_1..N03R,1,NULL,NULL,0,127N
350,108750_1..N03R,1,NULL,NULL,0,126N
351,108750_1..N03R,1,NULL,NULL,0,125N
352,108750_1..N03R,1,NULL,NULL,0,124N
353,108750_1..N03R,1,NULL,NULL,0,123N
354,108750_1..N03R,1,NULL,NULL,0,122N
355,108750_1..N03R,1,NULL,NULL,0,121N
356,108750_1..N03R,1,NULL,NULL,0,120N
357,108750_1..N03R,1,NULL,NULL,0,119N
358,108750_1..N03R,1,NULL,NULL,0,118N
359,108750_1..N03R,1,NULL,NULL,0,117N
360,108750_1..N03R,1,NULL,NULL,0,116N
361,108750_1..N03R,1,NULL,NULL,0,115N
362,108750_1..N03R,1,NULL,NULL,0,114N
363,108750_1..N03R,1,NULL,NULL,0,113N
364,108750_1..N03R,1,NULL,NULL,0,112N
365,108750_1..N03R,1,NULL,NULL,0,111N
366,108750_1..N03R,1,NULL,NULL,0,110N
367,108750_1..N03R,1,NULL,NULL,0,109N
368,108750_1..N03R,1,NULL,NULL,0,108N
369,108750_1..N03R,1,NULL,NULL,0,107N
370,108750_1..N03R,1,NULL,NULL,0,106N
371,108750_1..N03R,1,NULL,NULL,0,104N
372,108750_1..N03R,1,NULL,NULL,0,103N
373,108750_1..N03R,1,NULL,NULL,0,101N
374,108950_1..S03R,1,NULL,NULL,0,112S
375,108950_1..S03R,1,NULL,NULL,0,113S
376,108950_1..S03R,1,NULL,NULL,0,114S
377,108950_1..S03R,1,NULL,NULL,0,115S
378,108950_1..S03R,1,NULL,NULL,0,116S
379,108950_1..S03R,1,NULL,NULL,0,117S
380,108950_1..S03R,1,NULL,NULL,0,118S
381,108950_1..S03R,1,NULL,NULL,0,119S
382,108950_1..S03R,1,NULL,NULL,0,120S
383,108950_1..S03R,1,NULL,NULL,0,121S
384,108950_1..S03R,1,NULL,NULL,0,122S
385,108950_1..S03R,1,NULL,NULL,0,123S
386,108950_1..S03R,1,NULL,NULL,0,124S
387,108950_1..S03R,1,NULL,NULL,0,125S
388,108950_1..S03R,1,NULL,NULL,0,126S
389,108950_1..S03R,1,NULL,NULL,0,127S
390,108950_1..S03R,1,NULL,NULL,0,128S
391,108950_1..S03R,1,NULL,NULL,0,129S
392,108950_1..S03R,1,NULL,NULL,0,130S
393,108950_1..S03R,1,NULL,NULL,0,131S
394,108950_1..S03R,1,NULL,NULL,0,132S
395,108950_1..S03R,1,NULL,NULL,0,133S
396,108950_1..S03R,1,NULL,NULL,0,134S
397,108950_1..S03R,1,NULL,NULL,0,135S
398,108950_1..S03R,1,NULL,NULL,0,136S
399,108950_1..S03R,1,NULL,NULL,0,137S
400,108950_1..S03R,1,NULL,NULL,0,138S
401,108950_1..S03R,1,NULL,NULL,0,139S
402,108950_1..S03R,1,NULL,NULL,0,142S
403,109150_1..N03R,1,NULL,NULL,0,131N
404,109150_1..N03R,1,NULL,NULL,0,130N
405,109150_1..N03R,1,NULL,NULL,0,129N
406,109150_1..N03R,1,NULL,NULL,0,128N
407,109150_1..N03R,1,NULL,NULL,0,127N
408,109150_1..N03R,1,NULL,NULL,0,126N
409,109150_1..N03R,1,NULL,NULL,0,125N
410,109150_1..N03R,1,NULL,NULL,0,124N
411,109150_1..N03R,1,NULL,NULL,0,123N
412,109150_1..N03R,1,NULL,NULL,0,122N
413,109150_1..N03R,1,NULL,NULL,0,121N
414,109150_1..N03R,1,NULL,NULL,0,120N
415,109150_1..N03R,1,NULL,NULL,0,119N
416,109150_1..N03R,1,NULL,NULL,0,118N
417,109150_1..N03R,1,NULL,NULL,0,117N
418,109150_1..N03R,1,NULL,NULL,0,116N
419,109150_1..N03R,1,NULL,NULL,0,115N
420,109150_1..N03R,1,NULL,NULL,0,114N
421,109150_1..N03R,1,NULL,NULL,0,113N
422,109150_1..N03R,1,NULL,NULL,0,112N
423,109150_1..N03R,1,NULL,NULL,0,111N
424,109150_1..N03R,1,NULL,NULL,0,110N
425,109150_1..N03R,1,NULL,NULL,0,109N
426,109150_1..N03R,1,NULL,NULL,0,108N
427,109150_1..N03R,1,NULL,NULL,0,107N
428,109150_1..N03R,1,NULL,NULL,0,106N
429,109150_1..N03R,1,NULL,NULL,0,104N
430,109150_1..N03R,1,NULL,NULL,0,103N
431,109150_1..N03R,1,NULL,NULL,0,101N
432,109350_1..S03R,1,NULL,NULL,0,109S
433,109350_1..S03R,1,NULL,NULL,0,110S
434,109350_1..S03R,1,NULL,NULL,0,111S
435,109350_1..S03R,1,NULL,NULL,0,112S
436,109350_1..S03R,1,NULL,NULL,0,113S
437,109350_1..S03R,1,NULL,NULL,0,114S
438,109350_1..S03R,1,NULL,NULL,0,115S
439,109350_1..S03R,1,NULL,NULL,0,116S
440,109350_1..S03R,1,NULL,NULL,0,117S
441,109350_1..S03R,1,NULL,NULL,0,118S
442,109350_1..S03R,1,NULL,NULL,0,119S
443,109350_1..S03R,1,NULL,NULL,0,120S
444,109350_1..S03R,1,NULL,NULL,0,121S
445,109350_1..S03R,1,NULL,NULL,0,122S
446,109350_1..S03R,1,NULL,NULL,0,123S
447,109350_1..S03R,1,NULL,NULL,0,124S
448,109350_1..S03R,1,NULL,NULL,0,125S
449,109350_1..S03R,1,NULL,NULL,0,126S
450,109350_1..S03R,1,NULL,NULL,0,127S
451,109350_1..S03R,1,NULL,NULL,0,128S
452,109350_1..S03R,1,NULL,NULL,0,129S
453,109350_1..S03R,1,NULL,NULL,0,130S
454,109350_1..S03R,1,NULL,NULL,0,131S
455,109350_1..S03R,1,NULL,NULL,0,132S
456,109350_1..S03R,1,NULL,NULL,0,133S
457,109350_1..S03R,1,NULL,NULL,0,134S
458,109350_1..S03R,1,NULL,NULL,0,135S
459,109350_1..S03R,1,NULL,NULL,0,136S
460,109350_1..S03R,1,NULL,NULL,0,137S
461,109350_1..S03R,1,NULL,NULL,0,138S
462,109350_1..S03R,1,NULL,NULL,0,139S
463,109350_1..S03R,1,NULL,NULL,0,142S
464,109550_1..N03R,1,NULL,NULL,0,134N
465,109550_1..N03R,1,NULL,NULL,0,133N
466,109550_1..N03R,1,NULL,NULL,0,132N
467,109550_1..N03R,1,NULL,NULL,0,131N
468,109550_1..N03R,1,NULL,NULL,0,130N
469,109550_1..N03R,1,NULL,NULL,0,129N
470,109550_1..N03R,1,NULL,NULL,0,128N
471,109550_1..N03R,1,NULL,NULL,0,127N
472,109550_1..N03R,1,NULL,NULL,0,126N
473,109550_1..N03R,1,NULL,NULL,0,125N
474,109550_1..N03R,1,NULL,NULL,0,124N
475,109550_1..N03R,1,NULL,NULL,0,123N
476,109550_1..N03R,1,NULL,NULL,0,122N
477,109550_1..N03R,1,NULL,NULL,0,121N
478,109550_1..N03R,1,NULL,NULL,0,120N
479,109550_1..N03R,1,NULL,NULL,0,119N
480,109550_1..N03R,1,NULL,NULL,0,118N
481,109550_1..N03R,1,NULL,NULL,0,117N
482,109550_1..N03R,1,NULL,NULL,0,116N
483,109550_1..N03R,1,NULL,NULL,0,115N
484,109550_1..N03R,1,NULL,NULL,0,114N
485,109550_1..N03R,1,NULL,NULL,0,113N
486,109550_1..N03R,1,NULL,NULL,0,112N
487,109550_1..N03R,1,NULL,NULL,0,111N
488,109550_1..N03R,1,NULL,NULL,0,110N
489,109550_1..N03R,1,NULL,NULL,0,109N
490,109550_1..N03R,1,NULL,NULL,0,108N
491,109550_1..N03R,1,NULL,NULL,0,107N
492,109550_1..N03R,1,NULL,NULL,0,106N
493,109550_1..N03R,1,NULL,NULL,0,104N
494,109550_1..N03R,1,NULL,NULL,0,103N
495,109550_1..N03R,1,NULL,NULL,0,101N
496,109750_1..S03R,1,NULL,NULL,0,106S
497,109750_1..S03R,1,NULL,NULL,0,107S
498,109750_1..S03R,1,NULL,NULL,0,108S
499,109750_1..S03R,1,NULL,NULL,0,109S
500,109750_1..S03R,1,NULL,NULL,0,110S
501,109750_1..S03R,1,NULL,NULL,0,111S
502,109750_1..S03R,1,NULL,NULL,0,112S
503,109750_1..S03R,1,NULL,NULL,0,113S
504,109750_1..S03R,1,NULL,NULL,0,114S
505,109750_1..S03R,1,NULL,NULL,0,115S
506,109750_1..S03R,1,NULL,NULL,0,116S
507,109750_1..S03R,1,NULL,NULL,0,117S
508,109750_1..S03R,1,NULL,NULL,0,118S
509,109750_1..S03R,1,NULL,NULL,0,119S
510,109750_1..S03R,1,NULL,NULL,0,120S
511,109750_1..S03R,1,NULL,NULL,0,121S
512,109750_1..S03R,1,NULL,NULL,0,122S
513,109750_1..S03R,1,NULL,NULL,0,123S
514,109750_1..S03R,1,NULL,NULL,0,124S
515,109750_1..S03R,1,NULL,NULL,0,125S
516,109750_1..S03R,1,NULL,NULL,0,126S
517,109750_1..S03R,1,NULL,NULL,0,127S
518,109750_1..S03R,1,NULL,NULL,0,128S
519,109750_1..S03R,1,NULL,NULL,0,129S
520,109750_1..S03R,1,NULL,NULL,0,130S
521,109750_1..S03R,1,NULL,NULL,0,131S
522,109750_1..S03R,1,NULL,NULL,0,132S
523,109750_1..S03R,1,NULL,NULL,0,133S
524,109750_1..S03R,1,NULL,NULL,0,134S
525,109750_1..S03R,1,NULL,NULL,0,135S
526,109750_1..S03R,1,NULL,NULL,0,136S
527,109750_1..S03R,1,NULL,NULL,0,137S
528,109750_1..S03R,1,NULL,NULL,0,138S
529,109750_1..S03R,1,NULL,NULL,0,139S
530,109750_1..S03R,1,NULL,NULL,0,142S
531,109950_1..N03R,1,NULL,NULL,0,137N
532,109950_1..N03R,1,NULL,NULL,0,136N
533,109950_1..N03R,1,NULL,NULL,0,135N
534,109950_1..N03R,1,NULL,NULL,0,134N
535,109950_1..N03R,1,NULL,NULL,0,133N
536,109950_1..N03R,1,NULL,NULL,0,132N
537,109950_1..N03R,1,NULL,NULL,0,131N
538,109950_1..N03R,1,NULL,NULL,0,130N
539,109950_1..N03R,1,NULL,NULL,0,129N
